"Ping","Server","CPU Average / 30 sec","CPU Max","CPU Min","Memory Usage","%Ocupado C:","%Ocupado D:","%Ocupado E:","DiskQueue","3 TopProcess","3 TopProcessPercent","UpTime"
"GREENOK","XAPISV3003R","0,23%","0,78%","0,00%","23.66%","C:63.51%","D:33.89%","E:34.68%","0","WmiApSrv--SCService64--MSOIDSVCM","0--0--0","0"
"GREENOK","XAPISV3004R","0,49%","2,34%","0,00%","23.49%","C:63.48%","D:33.89%","E:33.98%","0","WmiApSrv--SCService64--MSOIDSVCM","0--0--0","0"
