"Ping","Server","CPU Average / 30 sec","CPU Max","CPU Min","Memory Usage","%Ocupado C:","%Ocupado D:","%Ocupado E:","DiskQueue","3 TopProcess","3 TopProcessPercent","UpTime"
"GREENOK","XARISV0712P","2,27%","6,25%","0,78%","63.55%","C:55.11%","D:53.5%","E:65.51%","0","SCService64_3716--Srvhost_3692--MSOIDSVCM_3516","0--0--0","0"
"GREENOK","XARISV0713P","2,50%","4,69%","0,00%","64.55%","C:55.11%","D:53.5%","E:65.81%","0","WmiApSrv_3772--SCService64_3664--Srvhost_3636","0--0--0","0"
"GREENOK","XARISV0714P","2,19%","4,69%","0,78%","53.17%","C:55.76%","D:48.35%","E:56.12%","0","WmiApSrv_3708--SCService64_3596--Srvhost_3544","0--0--0","0"
"GREENOK","XARISV0715P","0,86%","1,57%","0,00%","63.04%","C:55.11%","D:53.7%","E:65.81%","0","WmiApSrv_3780--SCService64_3680--Srvhost_3660","0--0--0","0"
"GREENOK","XARISV0716P","3,67%","7,03%","0,78%","61.04%","C:55.76%","D:53.4%","E:64.38%","0","WmiApSrv_3768--SCService64_3664--Srvhost_3640","0--0--0","0"
"GREENOK","XARISV0717P","2,74%","7,03%","0,78%","63.11%","C:55.1%","D:53.4%","E:66.93%","0","WmiApSrv_3796--SCService64_3684--Srvhost_3664","0--0--0","0"
"GREENOK","XARISV0718P","4,14%","6,25%","0,79%","53.59%","C:55.76%","D:53.7%","E:59.85%","0","WmiApSrv_3760--SCService64_3656--Srvhost_3636","0--0--0","0"
"GREENOK","XARISV0719P","1,80%","3,91%","0,00%","61.89%","C:55.76%","D:48.35%","E:61.27%","0","WmiApSrv_3728--SCService64_3628--Srvhost_3588","0--0--0","0"
"GREENOK","XARISV0720P","2,27%","3,91%","0,79%","62.82%","C:55.11%","D:53.7%","E:65.83%","0","WmiApSrv_3712--SCService64_3616--Srvhost_3596","0--0--0","0"
"GREENOK","XARISV0721P","3,13%","4,69%","0,79%","61.84%","C:55.11%","D:53.7%","E:65.8%","0","WmiApSrv_3768--SCService64_3664--Srvhost_3632","0--0--0","0"
"GREENOK","XARISV0722P","4,22%","7,03%","3,13%","54.42%","C:55.11%","D:53.7%","E:60.51%","0","WmiApSrv_3776--SCService64_3664--Srvhost_3640","0--0--0","0"
"GREENOK","XARISV0723P","4,22%","5,47%","2,35%","60.6%","C:55.77%","D:53.7%","E:65.01%","0","WmiApSrv_3712--SCService64_3616--Srvhost_3596","0--0--0","0"
"GREENOK","XARISV0724P","3,36%","5,47%","0,79%","54.25%","C:55.1%","D:53.5%","E:60.37%","0","WmiApSrv_3744--SCService64_3632--Srvhost_3612","0--0--0","0"
"GREENOK","XARISV0725P","0,94%","2,35%","0,00%","54.86%","C:55.76%","D:51.72%","E:57.05%","0","WmiApSrv_3776--SCService64_3680--Srvhost_3656","0--0--0","0"
"GREENOK","XARISV0726P","4,93%","7,82%","3,13%","53.69%","C:55.76%","D:53.6%","E:59.55%","0","WmiApSrv_3752--SCService64_3632--Srvhost_3604","0--0--0","0"
"GREENOK","XARISV0727P","1,33%","2,35%","0,00%","64.84%","C:55.11%","D:53.7%","E:65.97%","0","SCService64_3616--Srvhost_3580--MSOIDSVCM_3412","0--0--0","0"
"GREENOK","XARISV0728P","3,05%","4,69%","0,00%","63.87%","C:55.11%","D:53.7%","E:65.83%","0","WmiApSrv_3764--SCService64_3668--Srvhost_3648","0--0--0","0"
"GREENOK","XARISV0729P","4,54%","7,82%","1,57%","54.25%","C:55.11%","D:53.7%","E:60.49%","0","WmiApSrv_3796--SCService64_3692--Srvhost_3656","0--0--0","0"
"GREENOK","XARISV0730P","0,71%","2,35%","0,01%","64.92%","C:55.11%","D:53.7%","E:65.97%","0","WmiApSrv_3780--SCService64_3672--Srvhost_3652","0--0--0","0"
"GREENOK","XARISV0731P","2,58%","6,25%","0,78%","62.99%","C:55.11%","D:53.7%","E:67.24%","0","WmiApSrv_3748--SCService64_3656--Srvhost_3636","0--0--0","0"
"GREENOK","XARISV0732P","1,02%","1,57%","0,79%","63.09%","C:55.11%","D:53.7%","E:65.8%","0","WmiApSrv_3760--SCService64_3664--Srvhost_3640","0--0--0","0"
"GREENOK","XARISV0733P","3,91%","5,47%","2,35%","63.48%","C:55.1%","D:51.72%","E:64.86%","0","WmiApSrv_3784--SCService64_3668--Srvhost_3648","0--0--0","0"
"GREENOK","XARISV0734P","4,85%","11,72%","0,79%","60.69%","C:55.76%","D:53.7%","E:64.73%","0","Automate_3104--Srvhost_3588--SCService64_3612","6--0--0","0"
"GREENOK","XARISV0735P","1,41%","2,35%","0,00%","63.26%","C:55.77%","D:53.7%","E:65.35%","0","WmiApSrv_3696--SCService64_3596--Srvhost_3568","0--0--0","0"
"GREENOK","XARISV0736P","0,55%","2,35%","0,00%","63.55%","C:55.11%","D:53.7%","E:65.81%","0","WmiApSrv_3768--SCService64_3672--Srvhost_3648","0--0--0","0"
"GREENOK","XARISV0737P","5,63%","11,72%","3,13%","61.84%","C:55.77%","D:53.5%","E:64.74%","0","WmiApSrv_3712--SCService64_3608--Srvhost_3588","0--0--0","0"
"GREENOK","XARISV0738P","5,86%","13,29%","2,35%","53.49%","C:55.76%","D:53.4%","E:59.26%","0","WmiApSrv_3732--SCService64_3632--Srvhost_3608","0--0--0","0"
