"Ping","Server","CPU Average / 30 sec","CPU Max","CPU Min","Memory Usage","%Ocupado C:","%Ocupado D:","%Ocupado E:","DiskQueue","3 TopProcess","3 TopProcessPercent","UpTime"
"GREENOK","XACBSV3201P","6,63%","19,14%","1,96%","20.32%","C:66.19%","D:40.77%","E:62.9%","0","iexplore#6--OUTLOOK#1--icak2meng#3","11--5--0","0"
"GREENOK","XACISV3086P","1,58%","4,69%","0,20%","15.14%","C:68.06%","D:38.4%","E:64.53%","0","explorer#2--wfshell#2--StatusTray#2","0--0--0","0"
