"Ping","Server","CPU Average / 30 sec","CPU Max","CPU Min","Memory Usage","%Ocupado C:","%Ocupado D:","%Ocupado E:","DiskQueue","3 TopProcess","3 TopProcessPercent","UpTime"
"GREENOK","XACBSV3209P","21,94%","29,89%","15,47%","36.64%","C:72.97%","D:41.29%","E:73.47%","0","javaw#16--javaw#7--OUTLOOK#6","100--31--15","0"
"GREENOK","XACBSV3210P","24,14%","41,95%","17,77%","38.98%","C:71.85%","D:41.45%","E:72.63%","0","javaw#8--OUTLOOK#1--wfica32#1","19--11--11","0"
"GREENOK","XACBSV3211P","38,24%","61,64%","22,72%","42.26%","C:70.53%","D:41.62%","E:71.49%","0","StatusTray#6--explorer#9--concentr#7","0--0--0","0"
"GREENOK","XACBSV3212P","23,95%","34,84%","14,41%","40.17%","C:70.91%","D:41.31%","E:72.43%","0","wfica32#1--iexplore#3--javaw#20","15--11--11","0"
"GREENOK","XACBSV3213P","17,42%","27,91%","8,87%","37.28%","C:73.35%","D:41.15%","E:74.19%","0","javaw#2--javaw#10--iexplore#29","52--12--8","0"
"GREENOK","XACBSV3214P","53,47%","77,00%","27,24%","47.69%","C:71.61%","D:41.57%","E:73.37%","0","javaw#12--iexplore#4--iexplore#19","81--56--42","0"
"GREENOK","XACBSV3215P","21,69%","29,97%","15,69%","45.62%","C:74.01%","D:41.42%","E:76.38%","0","OUTLOOK#5--javaw#24--wfica32#1","100--14--11","0"
"GREENOK","XACBSV3216P","57,30%","69,26%","42,22%","44.68%","C:72.69%","D:41.58%","E:73.58%","0","KF2300--POWERPNT--javaw#11","91--34--30","0"
"GREENOK","XACBSV3217P","37,35%","52,54%","28,62%","49.08%","C:71.1%","D:41.79%","E:72.43%","0","MSOSYNC#2--javaw#2--OUTLOOK#13","100--17--14","0"
"GREENOK","XACBSV3218P","31,14%","50,33%","18,16%","42.04%","C:70.02%","D:41.6%","E:71.18%","0","iexplore#29--iexplore#13--UserProfileManager","84--77--38","0"
"GREENOK","XACBSV3219P","19,14%","38,98%","5,42%","43%","C:71.37%","D:41.51%","E:71.95%","0","AcroRd32#4--javaw#6--wfica32#6","36--27--9","0"
"GREENOK","XACBSV3220P","20,95%","35,29%","10,91%","42.61%","C:75.31%","D:41.38%","E:76.28%","0","explorer#14--CtxSvcHost--System","18--15--11","0"
"GREENOK","XACISV3010P","19,64%","31,96%","9,58%","35.45%","C:70.79%","D:41.31%","E:73.31%","0","javaw#8--iexplore#12--explorer","81--23--19","0"
"GREENOK","XACISV3011P","38,10%","47,72%","32,11%","38.33%","C:72.82%","D:41.3%","E:73.76%","0","MSOSYNC#2--MSOSYNC#3--OUTLOOK#13","94--86--11","0"
"GREENOK","XACISV3012P","18,70%","30,47%","11,72%","39.21%","C:70.21%","D:41.37%","E:71.26%","0","explorer#8--javaw#14--lsass","7--7--3","0"
"GREENOK","XACISV3013P","35,99%","48,04%","27,93%","40.52%","C:72.82%","D:41.08%","E:73.82%","0","UcMapi#8--javaw#8--IEOOP#2","0--0--0","0"
"GREENOK","XACISV3014P","22,48%","30,34%","12,66%","38.78%","C:73.05%","D:41.33%","E:73.6%","0","OUTLOOK--OUTLOOK#10--OUTLOOK#1","27--27--15","0"
"GREENOK","XACISV3015P","32,19%","44,67%","20,78%","43.23%","C:72.3%","D:41.67%","E:73.2%","0","OUTLOOK#13--javaw#2--iexplore#6","100--100--18","0"
"GREENOK","XACISV3016P","28,46%","34,57%","21,68%","40.74%","C:73.26%","D:41.34%","E:73.69%","0","MSOSYNC#3--iexplore#9--OUTLOOK#5","89--11--11","0"
"GREENOK","XACISV3017P","41,44%","59,52%","25,46%","41.55%","C:71.39%","D:41.3%","E:71.89%","0","javaw#10--iexplore#2--javaw#28","100--96--8","0"
"GREENOK","XACISV3018P","17,53%","28,91%","10,26%","42.06%","C:70.73%","D:41.53%","E:71.32%","0","iexplore#16--javaw#14--wfica32#1","64--11--11","0"
"GREENOK","XACISV3019P","11,05%","24,18%","6,21%","38.36%","C:71.18%","D:41.25%","E:71.93%","0","wfica32--wfica32#1--OUTLOOK#9","24--12--12","0"
"GREENOK","XACISV3020P","15,52%","18,14%","12,24%","38.98%","C:73.1%","D:41.5%","E:73.86%","0","javaw#8--iexplore#14--IEOOP#8","7--7--3","0"
"GREENOK","XACISV3021P","25,27%","48,11%","15,75%","42.03%","C:71.37%","D:41.57%","E:74.24%","0","encsvc--IeEmbed#5--EXCEL","100--78--30","0"
"GREENOK","XACISV3022P","32,44%","41,58%","22,95%","44.4%","C:71.41%","D:41.36%","E:71.94%","0","iexplore#14--POWERPNT#1--UcMapi#6","100--77--14","0"
"GREENOK","XACISV3023P","43,40%","65,35%","30,59%","34.46%","C:68.76%","D:41.25%","E:70.16%","0","MSOSYNC#4--OUTLOOK#3--OUTLOOK#5","99--58--12","0"
"GREENOK","XACISV3040P","39,88%","58,78%","18,72%","43.36%","C:71.44%","D:41.63%","E:72.27%","0","javaw#6--iexplore#6--pcsws#4","57--50--15","0"
"GREENOK","XACISV3041P","39,53%","60,19%","21,83%","46.03%","C:72.81%","D:41.52%","E:74.24%","0","splwow64#9--MSACCESS--OUTLOOK","83--52--26","0"
"GREENOK","XACISV3042P","28,58%","37,41%","16,96%","37.54%","C:74.21%","D:41.3%","E:75.08%","0","OUTLOOK#8--DirectorComServer#11--iexplore#10","0--0--0","0"
"GREENOK","XACISV3043P","35,48%","43,67%","27,23%","43.52%","C:72.6%","D:41.38%","E:73.57%","0","iexplore#23--iexplore#15--iexplore#25","72--55--25","0"
"GREENOK","XACISV3087P","21,37%","32,91%","12,96%","40.32%","C:70.07%","D:41.4%","E:71.79%","0","IeEmbed#5--javaw#8--OUTLOOK#7","19--7--7","0"
"GREENOK","XACISV3088P","40,05%","63,71%","31,25%","47.69%","C:71.86%","D:41.26%","E:72%","0","javaw#20--g2mcomm--iexplore#29","100--77--24","0"
"GREENOK","XACISV3089P","37,22%","56,68%","18,02%","44.34%","C:72.61%","D:41.54%","E:73.53%","0","iexplore#24--iexplore#17--iexplore#10","100--44--31","0"
"GREENOK","XACISV3090P","25,25%","38,47%","16,48%","38.31%","C:70.18%","D:41.46%","E:70.56%","0","iexplore#19--IeEmbed#2--wfica32#2","34--30--23","0"
"GREENOK","XACISV3091P","29,83%","50,37%","12,91%","42.34%","C:70.68%","D:41.45%","E:71.24%","0","javaw#28--MobaXterm_Personal_7.6--OUTLOOK#7","65--32--25","0"
"GREENOK","XACISV3201P","7,05%","16,21%","3,72%","39.25%","C:70.06%","D:41.43%","E:70.75%","0","lync#5--EXCEL#8--iexplore#9","8--4--4","0"
"GREENOK","XACISV3202P","12,55%","28,97%","4,16%","36.41%","C:70.37%","D:41.19%","E:71.75%","0","spoolsv--iexplore#12--UcMapi","25--8--8","0"
"GREENOK","XACISV3203P","15,76%","35,13%","6,30%","43.25%","C:70.04%","D:41.25%","E:70.29%","0","explorer#4--javaw#8--javaw#26","20--8--8","0"
"GREENOK","XACISV3204P","13,68%","21,06%","6,63%","43.85%","C:69.98%","D:41.59%","E:70.55%","0","javaw#4--javaw#2--iexplore#26","63--58--58","0"
"GREENOK","XACISV3205P","19,80%","29,30%","9,77%","41.65%","C:70.29%","D:41.23%","E:71.27%","0","iexplore#16--OUTLOOK#4--EXCEL#5","38--25--12","0"
"GREENOK","XACISV3206P","6,67%","8,21%","4,89%","36.12%","C:70.03%","D:41.36%","E:70.91%","0","iexplore#21--explorer#11--icak2meng#11","4--4--0","0"
