"Ping","Server","CPU Average / 30 sec","CPU Max","CPU Min","Memory Usage","%Ocupado C:","%Ocupado D:","%Ocupado E:","DiskQueue","3 TopProcess","3 TopProcessPercent","UpTime"
"GREENOK","XAPBSV3031P","25,40%","49,02%","9,65%","46.63%","C:68.59%","D:41.78%","E:69.93%","0","javaw#20--javaw#4--iexplore#25","93--85--55","0"
"GREENOK","XAPBSV3033P","54,52%","66,90%","32,82%","45.38%","C:69.17%","D:42.25%","E:70.9%","0","javaw#8--dllhost--iexplore#29","96--84--11","0"
"GREENOK","XAPBSV3034P","31,32%","42,62%","20,56%","46.79%","C:68.57%","D:41.83%","E:69.59%","0","iexplore#6--javaw#34--javaw#10","50--14--10","0"
"GREENOK","XAPBSV3035P","48,47%","74,07%","31,70%","48.93%","C:68.78%","D:41.7%","E:69.91%","0","javaw#10--javaw#48--javaw#26","100--18--15","0"
"GREENOK","XAPBSV3036P","44,47%","51,86%","38,41%","41.61%","C:68.4%","D:41.73%","E:69.85%","0","Receiver#7--SelfServicePlugin#7--lync#6","0--0--0","0"
"GREENOK","XAPBSV3037P","24,97%","32,49%","16,41%","46.74%","C:68.99%","D:41.67%","E:69.44%","0","javaw#30--javaw#28--iexplore#27","98--7--7","0"
"GREENOK","XAPBSV3038P","28,65%","66,01%","14,06%","48.01%","C:68.9%","D:41.94%","E:69.92%","0","javaw#43--javaw#34--lsass","18--11--7","0"
"GREENOK","XAPBSV3039P","27,98%","39,65%","19,34%","47.53%","C:69.65%","D:41.73%","E:70.48%","0","javaw#32--javaw#33--WinTCPInW#7","0--0--0","0"
"GREENOK","XAPBSV3040P","46,43%","64,91%","33,78%","48.44%","C:68.49%","D:41.8%","E:69.86%","0","iexplore#16--iexplore#1--javaw#20","60--50--14","0"
"GREENOK","XAPBSV3041P","37,23%","58,86%","20,06%","50.94%","C:68.86%","D:41.96%","E:69.43%","0","iexplore#36--javaw#2--iexplore#26","18--7--7","0"
"GREENOK","XAPBSV3042P","27,52%","48,68%","17,93%","47.4%","C:68.31%","D:41.65%","E:69.29%","0","BrokerAgent--javaw#28--javaw#38","75--30--18","0"
"GREENOK","XAPBSV3043P","31,02%","50,64%","17,79%","44.24%","C:68.3%","D:41.73%","E:68.76%","0","wfica32--javaw#12--javaw#2","23--19--15","0"
"GREENOK","XAPBSV3044P","33,21%","50,05%","21,17%","50.26%","C:71.08%","D:41.84%","E:72.56%","0","javaw#14--javaw#22--iexplore#27","100--99--33","0"
"GREENOK","XAPBSV3045P","33,56%","42,61%","20,17%","47.66%","C:68.61%","D:41.86%","E:69.69%","0","javaw#19--iexplore#19--wfica32","45--24--14","0"
"GREENOK","XAPBSV3046P","35,84%","45,02%","25,48%","48.33%","C:68.94%","D:41.68%","E:70%","0","iexplore#31--javaw#30--iexplore#13","81--38--35","0"
"GREENOK","XAPBSV3047P","26,62%","46,82%","17,56%","48.59%","C:68.63%","D:41.76%","E:69.33%","0","iexplore#16--javaw#34--iexplore#15","100--24--14","0"
"GREENOK","XAPBSV3048P","40,14%","53,36%","25,26%","48.32%","C:68.59%","D:41.92%","E:70.27%","0","IeEmbed#8--javaw#6--iexplore#19","64--34--15","0"
"GREENOK","XAPBSV3049P","20,45%","36,13%","11,71%","47.53%","C:68.82%","D:41.81%","E:69.84%","0","iexplore#8--javaw#6--javaw#10","29--7--7","0"
"GREENOK","XAPBSV3050P","62,32%","73,25%","49,19%","44.17%","C:68.09%","D:41.58%","E:68.54%","0","javaw#22--iexplore#21--iexplore#19","100--88--84","0"
"GREENOK","XAPBSV3051P","21,98%","44,50%","8,44%","48.24%","C:69.38%","D:42%","E:70.99%","0","PROTEOEclipse#8--javaw#32--ssonsvr#9","0--0--0","0"
"GREENOK","XAPBSV3052P","58,96%","72,49%","45,17%","48.77%","C:69.01%","D:41.91%","E:70.83%","0","iexplore#22--iexplore#1--KX5000#10","100--100--100","0"
"GREENOK","XAPBSV3053P","10,81%","17,03%","5,31%","49.99%","C:68.86%","D:41.61%","E:69.43%","0","iexplore#5--UcMapi#2--javaw#32","25--10--7","0"
"GREENOK","XAPBSV3054P","39,39%","50,58%","20,89%","49.21%","C:69.95%","D:41.84%","E:71.25%","0","javaw#14--javaw#42--OUTLOOK#1","89--32--21","0"
"GREENOK","XAPBSV3055P","35,35%","48,73%","26,70%","47.24%","C:68.65%","D:41.81%","E:70.53%","0","javaw#30--iexplore#21--javaw#22","82--78--14","0"
"GREENOK","XAPBSV3056P","32,14%","48,24%","17,86%","47.14%","C:68.49%","D:41.83%","E:69.78%","0","iexplore#23--javaw#30--javaw#34","48--15--11","0"
"GREENOK","XAPBSV3057P","41,44%","58,06%","34,64%","49.1%","C:68.58%","D:41.7%","E:69.28%","0","javaw#32--iexplore#25--iexplore#3","100--87--80","0"
"GREENOK","XAPBSV3058P","19,53%","25,47%","12,78%","41.07%","C:67.61%","D:41.77%","E:69.12%","0","javaw#30--javaw#34--lsass","16--12--12","0"
"GREENOK","XAPBSV3059P","17,17%","31,91%","12,12%","48.2%","C:68.92%","D:41.89%","E:70.47%","0","javaw#2--UcMapi#5--javaw#46","73--14--11","0"
"GREENOK","XAPBSV3060P","29,76%","44,33%","19,99%","48.89%","C:68.97%","D:41.74%","E:69.9%","0","OutlookEmbed365--javaw#22--javaw#15","10--10--7","0"
"GREENOK","XAPBSV3061P","30,99%","48,29%","17,26%","46.1%","C:68.54%","D:41.63%","E:69.42%","0","WINWORD#1--iexplore#32--javaw#10","15--11--7","0"
"GREENOK","XAPBSV3062P","41,01%","59,38%","28,13%","44.7%","C:68.55%","D:41.51%","E:69.54%","0","javaw#34--iexplore#7--OUTLOOK#1","87--67--43","0"
"GREENOK","XAPBSV3063P","34,54%","63,85%","19,17%","49.64%","C:69.2%","D:41.67%","E:70.17%","0","iexplore#30--javaw#26--iexplore#19","81--18--11","0"
"GREENOK","XAPBSV3064P","24,83%","35,61%","12,69%","45.35%","C:68.63%","D:41.66%","E:69.69%","0","javaw#22--javaw#10--lync#9","11--7--7","0"
"GREENOK","XAPBSV3065P","52,90%","73,07%","37,95%","51.63%","C:69.15%","D:41.66%","E:70.21%","0","iexplore#16--iexplore#8--javaw#26","68--35--21","0"
"GREENOK","XAPBSV3066P","30,72%","53,32%","21,17%","47.1%","C:68.83%","D:41.99%","E:70.31%","0","javaw#24--javaw#12--javaw#21","10--10--7","0"
"GREENOK","XAPBSV3067P","21,67%","38,11%","14,77%","45.71%","C:68.43%","D:41.72%","E:69.69%","0","iexplore#27--iexplore#24--javaw#6","15--15--11","0"
"GREENOK","XAPBSV3068P","37,90%","56,81%","24,64%","44.8%","C:68.68%","D:41.59%","E:70.51%","0","javaw#31--javaw#35--javaw#18","100--97--11","0"
"GREENOK","XAPBSV3069P","87,98%","98,25%","72,29%","45%","C:68.72%","D:41.56%","E:69.69%","0","iexplore#16--iexplore#17--iexplore#18","0--0--0","0"
"GREENOK","XAPBSV3070P","29,12%","38,92%","19,01%","45.38%","C:68.59%","D:41.67%","E:69.48%","0","javaw#8--javaw#24--iexplore#13","45--30--15","0"
"GREENOK","XAPBSV3071P","42,77%","60,19%","26,63%","46.82%","C:68.44%","D:41.82%","E:69.59%","0","AcroRd32#3--javaw#14--javaw#30","89--59--7","0"
"GREENOK","XAPBSV3072P","80,16%","95,70%","67,45%","49.16%","C:68.79%","D:41.74%","E:70.12%","0","javaw#32--javaw#6--javaw#23","60--31--28","0"
"GREENOK","XAPBSV3073P","48,22%","72,82%","20,66%","48.54%","C:69.04%","D:41.95%","E:70.41%","0","iexplore#20--javaw#38--iexplore#17","100--100--44","0"
"GREENOK","XAPBSV3074P","67,21%","83,98%","53,71%","47.4%","C:69.2%","D:41.85%","E:70.52%","0","javaw#45--iexplore#22--iexplore#21","100--83--83","0"
"GREENOK","XAPBSV3075P","34,46%","43,90%","26,90%","44.18%","C:68.53%","D:41.87%","E:69.52%","0","iexplore#13--spoolsv--IeEmbed#7","80--47--47","0"
"GREENOK","XAPBSV3076P","33,74%","44,62%","22,71%","46.41%","C:68.16%","D:41.8%","E:69.48%","0","csrss#10--winlogon#9--ssonsvr#8","0--0--0","0"
"GREENOK","XAPBSV3077P","21,95%","39,06%","13,05%","45.9%","C:68.15%","D:41.64%","E:69.21%","0","javaw#32--javaw#14--javaw#2","11--11--7","0"
"GREENOK","XAPBSV3078P","46,24%","66,01%","29,30%","49.18%","C:70.05%","D:41.9%","E:71.35%","0","iexplore#27--iexplore#30--javaw#2","48--44--18","0"
"GREENOK","XAPBSV3079P","54,44%","71,32%","38,28%","51.32%","C:69.05%","D:41.73%","E:70.31%","0","javaw#30--javaw#14--javaw#6","100--18--10","0"
"GREENOK","XAPBSV3080P","25,81%","51,94%","15,62%","46.67%","C:68.9%","D:41.84%","E:69.84%","0","javaw--UcMapi#2--iexplore#30","15--11--7","0"
"GREENOK","XAPBSV3081P","38,96%","59,22%","32,22%","48.02%","C:69.05%","D:41.62%","E:69.99%","0","javaw#34--javaw#23--javaw#6","100--51--43","0"
"GREENOK","XAPBSV3082P","25,64%","41,19%","17,04%","40.12%","C:68.18%","D:41.57%","E:68.54%","0","javaw#14--javaw#30--javaw#2","24--12--8","0"
"GREENOK","XAPBSV3083P","28,97%","42,21%","19,29%","44.63%","C:68.27%","D:41.82%","E:69.27%","0","javaw#8--IeEmbed#2--javaw#34","12--8--8","0"
"GREENOK","XAPBSV3084P","24,98%","32,31%","16,41%","40.79%","C:68.95%","D:41.99%","E:72.34%","0","javaw#32--encsvc--javaw#16","11--11--11","0"
"GREENOK","XAPBSV3085P","69,76%","77,36%","58,39%","50.2%","C:69.21%","D:41.74%","E:70.35%","0","javaw#8--iexplore#36--iexplore#6","100--95--81","0"
"GREENOK","XAPBSV3086P","83,38%","92,00%","77,73%","54.9%","C:69.4%","D:41.86%","E:70.92%","0","iexplore#26--javaw#2--iexplore#21","100--100--76","0"
"GREENOK","XAPBSV3087P","42,62%","74,10%","23,97%","45.86%","C:69.08%","D:41.71%","E:71.24%","0","javaw#5--csrss#13--javaw#31","18--7--7","0"
"GREENOK","XAPBSV3088P","38,41%","64,04%","23,78%","41.92%","C:68.81%","D:41.9%","E:74.83%","0","iexplore#1--javaw#14--javaw#45","100--15--11","0"
"GREENOK","XAPBSV3089P","19,01%","22,46%","14,64%","48.47%","C:68.52%","D:41.74%","E:69.89%","0","javaw#6--EXCEL#2--lsass","7--3--3","0"
"GREENOK","XAPBSV3090P","29,73%","39,51%","17,00%","46.71%","C:69.37%","D:41.81%","E:70.2%","0","wfica32--javaw#38--iexplore#28","18--14--7","0"
"GREENOK","XAPBSV3091P","19,86%","28,00%","14,64%","44.38%","C:68.49%","D:41.84%","E:69.59%","0","javaw#21--lync#8--javaw#2","61--15--15","0"
"GREENOK","XAPBSV3092P","31,08%","40,80%","21,29%","47.31%","C:68.43%","D:41.81%","E:69.6%","0","iexplore#13--javaw#22--javaw#42","15--11--11","0"
"GREENOK","XAPBSV3093P","26,31%","37,69%","19,41%","44.31%","C:68.55%","D:41.66%","E:69.42%","0","iexplore#28--javaw#34--javaw","95--59--31","0"
"GREENOK","XAPBSV3094P","48,83%","68,74%","18,03%","48.41%","C:69%","D:41.67%","E:71.87%","0","iexplore#15--javaw#42--iexplore#29","14--10--10","0"
"GREENOK","XAPBSV3095P","57,34%","81,06%","30,62%","46.37%","C:68.44%","D:41.69%","E:69.42%","0","javaw#18--iexplore#21--iexplore#20","100--97--79","0"
"GREENOK","XAPBSV3096P","17,16%","23,90%","9,37%","47.58%","C:69.58%","D:41.62%","E:70.47%","0","OUTLOOK--javaw#26--javaw#30","37--18--15","0"
"GREENOK","XAPBSV3113P","31,96%","55,70%","19,92%","43.75%","C:68.06%","D:41.75%","E:69.63%","0","javaw#18--javaw#20--UserProfileManager","85--74--71","0"
"GREENOK","XAPBSV3114P","22,85%","32,03%","13,47%","42.82%","C:68.12%","D:41.78%","E:69.57%","0","iexplore#14--javaw#28--javaw#2","40--28--16","0"
"GREENOK","XAPBSV3116P","28,13%","32,97%","18,70%","44.81%","C:68.27%","D:41.76%","E:69.31%","0","javaw#15--javaw#23--javaw#2","33--11--11","0"
"GREENOK","XAPBSV3117P","35,07%","45,81%","22,85%","49.45%","C:68.55%","D:41.69%","E:69.41%","0","javaw#20--IeEmbed#9--javaw#26","38--26--19","0"
"GREENOK","XAPBSV3118P","36,24%","45,88%","21,46%","48.71%","C:68.5%","D:41.82%","E:70.04%","0","javaw#2--javaw#10--OutlookEmbed365#1","80--11--11","0"
"GREENOK","XAPBSV3119P","35,87%","67,58%","13,56%","47.36%","C:68.76%","D:41.63%","E:69.95%","0","javaw#11--javaw#4--iexplore#14","59--38--31","0"
"GREENOK","XAPBSV3120P","45,98%","61,16%","31,44%","50.99%","C:68.8%","D:41.83%","E:70.05%","0","javaw#14--javaw#2--UcMapi#1","100--17--14","0"
"GREENOK","XAPBSV3121P","24,39%","27,95%","20,54%","41.61%","C:68.34%","D:41.73%","E:69.62%","0","iexplore#2--IeEmbed#2--javaw#38","82--8--8","0"
"GREENOK","XAPBSV3122P","25,93%","36,63%","11,50%","48.32%","C:68.69%","D:41.8%","E:70.37%","0","javaw#26--javaw#44--iexplore#14","22--22--19","0"
"GREENOK","XAPBSV3123P","27,56%","43,61%","16,95%","47.45%","C:68.23%","D:41.8%","E:69.2%","0","iexplore#15--javaw#30--javaw#34","19--15--11","0"
"GREENOK","XAPBSV3124P","30,62%","63,12%","10,82%","44.18%","C:68.4%","D:41.77%","E:69.58%","0","lsass--javaw#10--javaw#4","12--12--8","0"
"GREENOK","XAPBSV3125P","35,48%","44,52%","24,21%","43.24%","C:68.47%","D:41.52%","E:69.37%","0","iexplore#24--javaw#32--javaw#30","81--16--12","0"
"GREENOK","XAPBSV3126P","26,33%","43,75%","19,14%","46.87%","C:68.95%","D:41.67%","E:70.61%","0","javaw#26--iexplore#3--javaw#20","100--77--42","0"
"GREENOK","XAPBSV3127P","33,59%","55,89%","18,60%","46.56%","C:68.45%","D:41.95%","E:69.64%","0","lync#2--iexplore#29--javaw#33","15--11--7","0"
"GREENOK","XAPBSV3128P","39,43%","52,54%","22,07%","49.23%","C:68.88%","D:41.68%","E:69.63%","0","AcroRd32#4--UcMapi#1--javaw#2","77--14--7","0"
"GREENOK","XAPBSV3161P","19,88%","29,14%","9,34%","46.83%","C:69.17%","D:41.95%","E:70.57%","0","OUTLOOK#2--csrss#6--lync#3","98--7--7","0"
"GREENOK","XAPBSV3162P","29,14%","45,36%","17,46%","46.03%","C:68.72%","D:41.77%","E:69.22%","0","javaw#42--iexplore#23--javaw#19","100--93--31","0"
"GREENOK","XAPBSV3163P","44,36%","67,36%","26,20%","49.11%","C:68.96%","D:41.7%","E:69.68%","0","javaw#2--KCW200--iexplore#29","87--73--66","0"
"GREENOK","XAPBSV3164P","27,65%","41,46%","10,54%","45.7%","C:68.81%","D:41.52%","E:69.94%","0","javaw#36--javaw#24--javaw#6","100--51--11","0"
"GREENOK","XAPBSV3165P","19,14%","28,12%","12,89%","45.72%","C:68.5%","D:41.65%","E:69.51%","0","javaw#16--javaw#6--javaw#18","26--15--11","0"
"GREENOK","XAPBSV3166P","23,87%","35,13%","12,16%","48.62%","C:68.94%","D:41.66%","E:69.67%","0","javaw#18--javaw#36--javaw#44","19--15--7","0"
"GREENOK","XAPBSV3167P","41,39%","71,91%","20,93%","47.62%","C:68.59%","D:41.62%","E:69.67%","0","javaw#35--javaw#20--iexplore#6","11--7--7","0"
"GREENOK","XAPBSV3168P","37,63%","53,99%","21,67%","46.95%","C:68.73%","D:41.8%","E:70.25%","0","javaw#18--javaw#10--javaw#28","100--66--19","0"
"GREENOK","XAPBSV3169P","50,26%","65,32%","39,66%","50.25%","C:69.17%","D:41.92%","E:70.94%","0","iexplore#33--iexplore#8--javaw#36","86--58--41","0"
"GREENOK","XAPBSV3170P","23,89%","30,86%","17,19%","47.07%","C:68.78%","D:41.65%","E:69.89%","0","javaw#46--iexplore#5--javaw#19","99--83--72","0"
"GREENOK","XAPBSV3171P","16,80%","35,15%","5,95%","44.22%","C:68.55%","D:41.57%","E:69.42%","0","javaw#24--WinTCPInW#5--ABTelnetPRC#6","51--11--7","0"
"GREENOK","XAPBSV3172P","41,71%","58,79%","28,34%","47.05%","C:68.79%","D:41.61%","E:70.85%","0","iexplore#20--javaw#36--javaw#2","83--30--26","0"
"GREENOK","XAPBSV3173P","55,29%","79,69%","24,03%","50.38%","C:68.58%","D:41.69%","E:68.59%","0","javaw#10--iexplore#37--iexplore#5","97--79--43","0"
"GREENOK","XAPBSV3174P","28,79%","43,62%","18,57%","45.55%","C:68.36%","D:41.66%","E:69.2%","0","PrintIsolationHost--iexplore#37--lsass","98--56--11","0"
"GREENOK","XAPBSV3175P","38,94%","73,49%","13,08%","45.55%","C:69.32%","D:41.71%","E:70.98%","0","AppVStreamingUX#8--VDARedirector#8--dwm#8","0--0--0","0"
"GREENOK","XAPBSV3176P","29,20%","50,24%","14,92%","47.06%","C:68.9%","D:41.72%","E:69.94%","0","javaw#14--javaw#22--javaw#32","91--26--11","0"
"GREENOK","XAPBSV3177P","37,72%","46,78%","31,64%","43.93%","C:68.66%","D:41.79%","E:69.99%","0","iexplore#15--iexplore#19--OutlookEmbed365#1","100--7--3","0"
"GREENOK","XAPBSV3178P","25,94%","35,16%","14,07%","44.61%","C:68.46%","D:41.7%","E:70.12%","0","javaw#40--iexplore#31--javaw#17","50--15--11","0"
"GREENOK","XAPBSV3179P","29,96%","42,24%","21,36%","48.8%","C:69.05%","D:41.7%","E:70.2%","0","javaw#20--javaw#14--javaw#18","25--25--22","0"
"GREENOK","XAPBSV3180P","30,66%","44,34%","22,62%","46.65%","C:69.61%","D:41.85%","E:70.87%","0","OUTLOOK#1--javaw#14--javaw#38","49--11--7","0"
"GREENOK","XAPBSV3181P","31,46%","41,57%","16,95%","43.71%","C:68.07%","D:41.93%","E:69.38%","0","javaw#24--EXB600#1--javaw#34","100--96--12","0"
"GREENOK","XAPBSV3182P","36,60%","63,08%","22,26%","47.83%","C:68.81%","D:41.68%","E:70%","0","javaw#44--iexplore#16--javaw#46","92--55--18","0"
"GREENOK","XAPBSV3183P","31,19%","40,00%","20,54%","50.16%","C:68.77%","D:41.82%","E:69.99%","0","javaw#29--javaw#21--javaw#41","50--32--28","0"
"GREENOK","XAPBSV3184P","25,99%","39,90%","14,06%","50.35%","C:68.92%","D:41.68%","E:69.89%","0","javaw#12--javaw#24--javaw#10","33--11--11","0"
"GREENOK","XAPBSV3194P","32,41%","43,03%","18,75%","46.48%","C:69.34%","D:41.73%","E:70.65%","0","ih0500--javaw#36--javaw#38","82--15--11","0"
"GREENOK","XAPBSV3195P","74,87%","81,31%","66,90%","47.22%","C:68.89%","D:41.8%","E:69.77%","0","iexplore#26--WinTCPInW#2--iexplore#14","100--100--75","0"
"GREENOK","XAPBSV3196P","51,70%","81,25%","28,78%","46.66%","C:68.73%","D:41.76%","E:71.5%","0","Receiver#8--javaw#38--iexplore#28","97--66--41","0"
"GREENOK","XAPBSV3197P","41,86%","53,32%","29,10%","46.82%","C:68.86%","D:41.67%","E:71.32%","0","iexplore#9--javaw#6--WINWORD","82--11--11","0"
"GREENOK","XAPBSV3198P","38,51%","51,90%","25,89%","47.71%","C:70.85%","D:41.78%","E:70.97%","0","javaw#30--javaw#34--javaw#2","56--35--17","0"
"GREENOK","XAPBSV3199P","33,62%","40,23%","26,20%","49.99%","C:69.14%","D:41.9%","E:70.07%","0","iexplore#33--iexplore#34--javaw#26","84--42--10","0"
"GREENOK","XAPBSV3200P","55,67%","70,53%","41,44%","50.3%","C:69.17%","D:41.79%","E:70.24%","0","iexplore#18--javaw#14--wfica32","100--61--20","0"
"GREENOK","XAPBSV3201P","29,41%","42,98%","19,82%","48.29%","C:68.62%","D:41.6%","E:69.42%","0","DirectorComServer#8--PROTEOEclipse#8--javaw#32","0--0--0","0"
"GREENOK","XAPBSV3209P","34,92%","52,71%","22,10%","50.26%","C:68.56%","D:41.81%","E:69.48%","0","iexplore#31--javaw#20--OutlookEmbed365#1","33--14--7","0"
"GREENOK","XAPBSV3210P","40,62%","57,94%","29,30%","49.55%","C:68.58%","D:41.92%","E:70%","0","javaw#42--iexplore#22--WinTCPInW#10","82--78--17","0"
"GREENOK","XAPBSV3211P","37,65%","65,42%","27,46%","46.34%","C:69.1%","D:41.67%","E:70.41%","0","OUTLOOK--javaw#34--javaw#14","100--21--14","0"
"GREENOK","XAPBSV3212P","43,74%","77,47%","21,75%","45.02%","C:68.05%","D:41.66%","E:68.74%","0","iexplore#5--javaw#22--javaw#34","59--47--15","0"
"GREENOK","XAPBSV3213P","39,49%","50,17%","26,01%","50.46%","C:68.66%","D:41.81%","E:69.68%","0","iexplore#36--javaw#26--iexplore#31","91--91--80","0"
"GREENOK","XAPBSV3214P","21,95%","34,79%","12,33%","49.86%","C:68.88%","D:41.68%","E:69.78%","0","javaw#44--javaw#46--iexplore#30","100--58--36","0"
"GREENOK","XAPBSV3215P","38,04%","54,13%","21,92%","50.07%","C:69.49%","D:41.93%","E:70.93%","0","iexplore#24--iexplore#10--javaw#2","98--73--18","0"
"GREENOK","XAPBSV3216P","30,14%","53,12%","14,14%","45.89%","C:68.85%","D:41.6%","E:69.94%","0","javaw#46--javaw#22--javaw#30","100--7--7","0"
"GREENOK","XAPBSV3217P","28,08%","49,80%","15,03%","48.46%","C:68.35%","D:41.67%","E:69.16%","0","javaw#20--javaw#6--iexplore#30","68--57--15","0"
"GREENOK","XAPBSV3218P","31,09%","47,06%","21,85%","45.89%","C:68.17%","D:41.77%","E:69.16%","0","javaw#10--javaw#13--iexplore#17","100--37--15","0"
"GREENOK","XAPBSV3219P","51,48%","68,29%","39,85%","50.08%","C:69.42%","D:41.64%","E:70.56%","0","javaw#44--GS0800--javaw#10","100--62--27","0"
"GREENOK","XAPBSV3220P","19,85%","25,20%","13,95%","48.16%","C:68.99%","D:41.75%","E:70.57%","0","IeEmbed#10--javaw#24--javaw#2","37--7--3","0"
"GREENOK","XAPBSV3221P","27,05%","46,48%","11,91%","48.05%","C:68.82%","D:41.8%","E:69.88%","0","javaw#14--iexplore#18--iexplore#17","70--29--14","0"
"GREENOK","XAPBSV3222P","32,42%","45,10%","21,07%","46.75%","C:68.75%","D:41.99%","E:70.57%","0","javaw#6--javaw#22--iexplore#24","100--18--15","0"
"GREENOK","XAPBSV3223P","67,18%","77,58%","56,25%","46%","C:69.21%","D:41.8%","E:70.41%","0","iexplore#15--iexplore#1--javaw#40","100--80--42","0"
"GREENOK","XAPBSV3224P","26,57%","39,30%","10,52%","49%","C:69.01%","D:41.79%","E:70.14%","0","iexplore#38--javaw#18--javaw#23","11--7--3","0"
"GREENOK","XAPBSV3225P","40,73%","65,07%","23,04%","46.77%","C:68.69%","D:41.8%","E:69.99%","0","CseEngine--iexplore#11--javaw#10","97--42--7","0"
"GREENOK","XAPBSV3226P","32,55%","49,65%","14,83%","50.68%","C:68.75%","D:41.65%","E:69.77%","0","IEOOP#8--javaw#33--ABTelnetPRC#8","0--0--0","0"
"GREENOK","XAPBSV3227P","30,32%","42,32%","16,81%","48.97%","C:69.18%","D:41.62%","E:70.66%","0","iexplore#24--javaw#38--IeEmbed#5","29--7--3","0"
"GREENOK","XAPBSV3228P","21,00%","29,95%","13,28%","46.58%","C:68.67%","D:41.89%","E:69.87%","0","javaw#4--javaw#18--javaw#42","19--15--11","0"
"GREENOK","XAPBSV3229P","28,49%","41,40%","15,31%","46.36%","C:69.88%","D:41.61%","E:71.03%","0","javaw#22--javaw#6--iexplore#26","82--63--26","0"
"GREENOK","XAPBSV3230P","35,57%","55,08%","23,83%","46.87%","C:69.25%","D:41.76%","E:70.61%","0","VDARedirector#8--AppVStreamingUX#8--dwm#8","0--0--0","0"
"GREENOK","XAPBSV3231P","24,25%","30,27%","13,44%","48.7%","C:68.83%","D:41.68%","E:69.88%","0","AcroRd32#3--iexplore#24--javaw#26","61--19--15","0"
"GREENOK","XAPBSV3232P","29,01%","45,17%","19,14%","51.3%","C:68.89%","D:41.95%","E:70.14%","0","javaw#44--wfica32--OUTLOOK","100--32--25","0"
"GREENOK","XAPBSV3233P","23,23%","34,18%","14,73%","49.45%","C:68.98%","D:41.76%","E:70.15%","0","iexplore#5--javaw#20--javaw#8","55--25--14","0"
"GREENOK","XAPBSV3234P","21,47%","47,85%","11,21%","41.73%","C:67.8%","D:41.75%","E:69.72%","0","WINWORD--javaw#22--javaw#8","27--23--11","0"
"GREENOK","XAPBSV3235P","39,68%","51,36%","21,28%","48.42%","C:68.79%","D:41.83%","E:70.4%","0","javaw#24--javaw#4--javaw#44","49--34--18","0"
"GREENOK","XAPBSV3236P","40,77%","66,05%","24,87%","47.99%","C:68.95%","D:41.7%","E:70.35%","0","iexplore#7--iexplore#16--OUTLOOK","26--11--7","0"
"GREENOK","XAPBSV3237P","19,81%","37,09%","7,29%","41.55%","C:68.13%","D:41.9%","E:69.58%","0","javaw--javaw#6--javaw#22","4--4--4","0"
"GREENOK","XAPBSV3238P","25,17%","41,96%","12,34%","45.13%","C:68.59%","D:41.83%","E:70.72%","0","iexplore#22--lsass--javaw#34","100--63--48","0"
"GREENOK","XAPBSV3239P","41,36%","62,34%","20,38%","44.13%","C:68.33%","D:41.94%","E:69.43%","0","javaw#4--javaw#19--javaw#15","44--29--18","0"
"GREENOK","XAPBSV3240P","36,24%","46,59%","22,85%","42.95%","C:68.17%","D:41.66%","E:70.6%","0","javaw#40--iexplore#27--iexplore#28","19--15--15","0"
"GREENOK","XAPBSV3241P","28,33%","44,52%","13,26%","45.81%","C:68.64%","D:41.71%","E:70.62%","0","OUTLOOK#1--javaw#14--javaw#7","7--3--3","0"
