"Ping","Server","CPU Average / 30 sec","CPU Max","CPU Min","Memory Usage","%Ocupado C:","%Ocupado D:","%Ocupado E:","DiskQueue","3 TopProcess","3 TopProcessPercent","UpTime"
"GREENOK","XACISV3017P","34,39%","44,34%","25,55%","42.03%","C:71.31%","D:41.3%","E:71.94%","0","iexplore#2--javaw#18--OUTLOOK#8","99--11--3","0"
"GREENOK","XACISV3017P","34,31%","45,43%","23,29%","42.03%","C:71.31%","D:41.3%","E:71.94%","0","iexplore#2--UcMapi#1--javaw#6","93--12--12","0"
"GREENOK","XACISV3018P","34,23%","54,08%","23,72%","43.73%","C:71.93%","D:41.53%","E:72.31%","0","javaw#16--wfica32#2--javaw#14","27--13--6","0"
"GREENOK","XACISV3018P","35,06%","55,24%","20,57%","43.73%","C:71.93%","D:41.53%","E:72.31%","0","javaw#16--wfica32#1--wfica32#4","15--7--7","0"
"GREENOK","XACISV3019P","22,27%","35,26%","11,49%","40.79%","C:71.67%","D:41.25%","E:72.35%","0","javaw#24--IeEmbed#5--javaw#16","7--7--7","0"
"GREENOK","XACISV3019P","22,68%","38,20%","11,68%","40.8%","C:71.67%","D:41.25%","E:72.35%","0","AcroRd32#1--System--javaw#2","16--12--12","0"
"GREENOK","XACISV3020P","17,30%","25,29%","12,79%","41.05%","C:73.66%","D:41.5%","E:74.07%","0","wfica32#1--wfica32#5--wfica32#4","18--11--7","0"
"GREENOK","XACISV3020P","17,19%","25,29%","12,62%","41.05%","C:73.66%","D:41.5%","E:74.07%","0","OUTLOOK#7--wfica32#1--wsmprovhost","12--12--8","0"
"GREENOK","XACISV3021P","35,59%","57,12%","21,84%","43.15%","C:71.51%","D:41.57%","E:74.24%","0","iexplore#12--EXCEL#1--iexplore#27","100--18--12","0"
"GREENOK","XACISV3021P","35,54%","57,62%","23,99%","43.14%","C:71.51%","D:41.57%","E:74.24%","0","iexplore#12--OUTLOOK#2--wfica32","100--29--11","0"
"GREENOK","XACISV3022P","47,95%","60,88%","25,97%","45.32%","C:71.61%","D:41.36%","E:72.1%","0","javaw#26--PROTEOEclipse#6--EXCEL#1","0--0--0","0"
"GREENOK","XACISV3022P","47,95%","64,65%","29,47%","45.32%","C:71.61%","D:41.36%","E:72.1%","0","javaw#26--PROTEOEclipse#6--EXCEL#1","0--0--0","0"
"GREENOK","XACISV3023P","29,61%","40,68%","19,45%","37.35%","C:70.22%","D:41.31%","E:71.25%","0","MSOSYNC#4--iexplore#32--iexplore#30","98--53--15","0"
"GREENOK","XACISV3023P","29,40%","37,36%","21,12%","37.35%","C:70.22%","D:41.31%","E:71.25%","0","MSOSYNC#4--iexplore#32--iexplore#30","98--35--19","0"
"GREENOK","XACISV3040P","30,04%","44,15%","19,04%","45.76%","C:71.87%","D:41.69%","E:72.69%","0","javaw#8--iexplore#22--javaw#2","100--62--41","0"
"GREENOK","XACISV3040P","29,59%","38,68%","20,28%","45.77%","C:71.87%","D:41.69%","E:72.69%","0","javaw#8--iexplore#7--iexplore#29","100--29--14","0"
"GREENOK","XACISV3041P","25,34%","35,02%","15,31%","49.33%","C:73.3%","D:41.54%","E:74.71%","0","wfica32#1--iexplore#20--wfica32#6","30--15--9","0"
"GREENOK","XACISV3041P","25,59%","33,26%","19,29%","49.33%","C:73.3%","D:41.54%","E:74.71%","0","wfica32#1--iexplore#20--UcMapi#7","25--25--10","0"
"GREENOK","XACISV3042P","38,24%","47,96%","26,92%","39.44%","C:74.4%","D:41.37%","E:75.29%","0","MSOSYNC#4--AcroRd32--wfica32#7","88--37--32","0"
"GREENOK","XACISV3042P","38,50%","48,88%","29,44%","39.44%","C:74.4%","D:41.37%","E:75.29%","0","MSOSYNC#4--AcroRd32--wsmprovhost","87--26--26","0"
"GREENOK","XACISV3043P","21,67%","27,26%","16,10%","47.8%","C:73.11%","D:41.49%","E:74.35%","0","iexplore#15--OUTLOOK#10--iexplore#20","43--21--13","0"
"GREENOK","XACISV3043P","21,58%","28,16%","15,82%","47.8%","C:73.11%","D:41.49%","E:74.35%","0","iexplore#15--OUTLOOK#10--wsmprovhost","99--21--21","0"
"GREENOK","XACISV3087P","17,04%","27,65%","10,73%","41.05%","C:70.1%","D:41.4%","E:71.85%","0","wsmprovhost--BrokerAgent--OUTLOOK#7","59--37--14","0"
"GREENOK","XACISV3087P","18,32%","29,72%","11,40%","41.05%","C:70.1%","D:41.4%","E:71.85%","0","javaw--javaw#24--wfica32#1","10--10--10","0"
"GREENOK","XACISV3088P","23,47%","32,42%","13,47%","47.73%","C:72.03%","D:41.26%","E:72.42%","0","javaw#24--AcroRd32#4--javaw#20","21--15--12","0"
"GREENOK","XACISV3088P","22,97%","30,53%","15,23%","47.73%","C:72.03%","D:41.26%","E:72.42%","0","javaw#24--iexplore#19--javaw#20","60--25--17","0"
"GREENOK","XACISV3089P","49,19%","73,96%","32,44%","47.23%","C:73.06%","D:41.62%","E:73.95%","0","MSACCESS--iexplore#25--wfica32#5","48--34--13","0"
"GREENOK","XACISV3089P","49,71%","72,35%","32,76%","47.22%","C:73.06%","D:41.62%","E:73.95%","0","MSACCESS--iexplore#10--iexplore#13","45--31--15","0"
"GREENOK","XACISV3090P","29,07%","38,14%","21,09%","40.72%","C:70.83%","D:41.49%","E:71.24%","0","spoolsv--splwow64#3--iexplore#19","69--39--30","0"
"GREENOK","XACISV3090P","28,83%","37,89%","16,60%","40.73%","C:70.83%","D:41.49%","E:71.24%","0","spoolsv--iexplore#19--splwow64#3","79--33--26","0"
"GREENOK","XACISV3091P","27,52%","43,02%","17,61%","43.55%","C:71.14%","D:41.49%","E:71.76%","0","MobaXterm_Personal_7.6--javaw#10--iexplore#1","28--12--9","0"
"GREENOK","XACISV3091P","27,10%","43,93%","18,88%","43.55%","C:71.14%","D:41.49%","E:71.76%","0","wfica32--scan--OUTLOOK#1","11--11--11","0"
"GREENOK","XACISV3201P","6,49%","21,56%","2,44%","41.84%","C:70.26%","D:41.43%","E:71.01%","0","iexplore#9--CtxSvcHost#3--OUTLOOK#10","17--8--8","0"
"GREENOK","XACISV3201P","6,11%","19,02%","2,24%","41.84%","C:70.26%","D:41.43%","E:71.01%","0","iexplore#9--OUTLOOK#10--UcMapi#5","21--8--8","0"
"GREENOK","XACISV3202P","7,07%","13,40%","3,38%","37.94%","C:70.9%","D:41.19%","E:72.22%","0","javaw#6--OUTLOOK#4--OUTLOOK#3","34--25--12","0"
"GREENOK","XACISV3202P","6,92%","11,56%","3,47%","37.94%","C:70.9%","D:41.19%","E:72.22%","0","wsmprovhost--OUTLOOK#3--OUTLOOK#11","12--12--8","0"
"GREENOK","XACISV3203P","15,65%","29,27%","7,06%","45.63%","C:70.2%","D:41.27%","E:70.5%","0","OUTLOOK#2--explorer#2--OUTLOOK#8","29--4--4","0"
"GREENOK","XACISV3203P","15,04%","28,30%","6,67%","45.63%","C:70.2%","D:41.27%","E:70.5%","0","OUTLOOK#2--wsmprovhost--System","29--8--4","0"
"GREENOK","XACISV3204P","8,97%","16,60%","2,28%","45.15%","C:70.16%","D:41.59%","E:70.76%","0","EXCEL#1--spoolsv--explorer#9","29--21--8","0"
"GREENOK","XACISV3204P","8,89%","17,85%","3,45%","45.15%","C:70.16%","D:41.59%","E:70.76%","0","EXCEL#1--wsmprovhost--System","37--16--8","0"
"GREENOK","XACISV3205P","14,33%","26,80%","4,50%","40.91%","C:71.24%","D:41.25%","E:72.26%","0","EXCEL#5--javaw#10--explorer#3","4--4--4","0"
"GREENOK","XACISV3205P","13,94%","24,81%","3,71%","40.91%","C:71.24%","D:41.25%","E:72.26%","0","iexplore#15--wsmprovhost--explorer#3","8--8--4","0"
"GREENOK","XACISV3206P","7,04%","12,69%","3,31%","39.65%","C:69.98%","D:41.5%","E:70.91%","0","POWERPNT#1--OUTLOOK#10--EXCEL#3","33--21--8","0"
"GREENOK","XACISV3206P","7,10%","14,45%","2,92%","39.66%","C:69.98%","D:41.5%","E:70.91%","0","iexplore#21--POWERPNT#1--OUTLOOK#10","29--29--25","0"
