"Ping","Server","CPU Average / 30 sec","CPU Max","CPU Min","Memory Usage","%Ocupado C:","%Ocupado D:","%Ocupado E:","DiskQueue","3 TopProcess","3 TopProcessPercent","UpTime"
"GREENOK","XAPBSV3094P","29,62%","46,27%","14,43%","48.11%","C:69.03%","D:41.67%","E:71.87%","0","javaw#14--iexplore#13--javaw#6","32--29--7","0"
"GREENOK","XAPBSV3095P","47,72%","68,82%","30,49%","46.33%","C:68.47%","D:41.7%","E:69.52%","0","iexplore#18--BrokerAgent--javaw#2","89--89--14","0"
"GREENOK","XAPBSV3096P","22,73%","30,73%","17,20%","48.13%","C:69.64%","D:41.62%","E:70.47%","0","javaw#30--javaw#2--javaw#24","11--11--7","0"
"GREENOK","XAPBSV3113P","19,05%","23,24%","15,03%","46.21%","C:68.39%","D:41.81%","E:69.63%","0","javaw#46--javaw--javaw#34","100--89--14","0"
"GREENOK","XAPBSV3114P","28,68%","36,39%","19,92%","42.83%","C:68.15%","D:41.78%","E:69.57%","0","javaw#22--iexplore#8--iexplore#16","56--52--28","0"
"GREENOK","XAPBSV3115P","12,62%","20,78%","7,03%","32.42%","C:67.22%","D:41.4%","E:66.28%","0","AppVShNotify--dwm#5--AppVStreamingUX#4","0--0--0","0"
"GREENOK","XAPBSV3116P","28,52%","37,85%","20,34%","44.87%","C:68.29%","D:41.77%","E:69.36%","0","javaw#36--IeEmbed--javaw#2","7--3--3","0"
"GREENOK","XAPBSV3117P","36,45%","52,54%","27,61%","49.53%","C:68.59%","D:41.69%","E:69.47%","0","javaw#46--iexplore#11--javaw#42","100--70--42","0"
"GREENOK","XAPBSV3118P","67,72%","84,39%","46,16%","46.49%","C:68.34%","D:41.83%","E:70.04%","0","javaw#44--iexplore#30--javaw#14","100--39--28","0"
"GREENOK","XAPBSV3119P","51,19%","90,82%","27,93%","47.73%","C:68.77%","D:41.65%","E:70%","0","javaw#22--javaw#4--javaw#11","100--100--99","0"
"GREENOK","XAPBSV3120P","82,89%","93,76%","63,97%","52%","C:68.96%","D:41.84%","E:70.05%","0","IEOOP#8--AcroRd32--javaw#33","0--0--0","0"
"GREENOK","XAPBSV3121P","35,46%","47,73%","22,37%","42.03%","C:68.36%","D:41.73%","E:69.62%","0","javaw#2--iexplore#2--CtxSvcHost#3","78--74--8","0"
"GREENOK","XAPBSV3122P","23,04%","40,66%","10,41%","49.47%","C:68.73%","D:41.8%","E:70.37%","0","iexplore#12--wfica32--javaw#10","29--29--14","0"
"GREENOK","XAPBSV3123P","16,48%","25,97%","8,59%","47.59%","C:68.27%","D:41.8%","E:69.25%","0","javaw#20--javaw#26--javaw#34","19--19--15","0"
"GREENOK","XAPBSV3124P","20,60%","30,66%","11,30%","44.98%","C:68.52%","D:41.78%","E:69.68%","0","javaw#14--javaw#10--javaw#18","66--7--7","0"
"GREENOK","XAPBSV3125P","32,03%","49,80%","10,42%","42.06%","C:68.49%","D:41.52%","E:69.37%","0","javaw#44--lsass--javaw#40","100--8--8","0"
"GREENOK","XAPBSV3126P","50,64%","63,08%","39,12%","51.19%","C:69.69%","D:41.75%","E:70.93%","0","VDARedirector#8--dwm#8--wfshell#8","0--0--0","0"
"GREENOK","XAPBSV3127P","33,32%","61,90%","17,51%","46.83%","C:68.47%","D:41.96%","E:69.69%","0","javaw#6--lsass--javaw#10","15--7--7","0"
"GREENOK","XAPBSV3128P","63,48%","87,72%","39,45%","49.57%","C:68.87%","D:41.71%","E:69.68%","0","javaw#46--iexplore#5--lsass","97--14--10","0"
"GREENOK","XAPBSV3161P","22,11%","32,40%","11,88%","47%","C:69.21%","D:41.99%","E:70.62%","0","javaw#34--javaw#30--iexplore#18","100--77--37","0"
"GREENOK","XAPBSV3162P","30,32%","40,93%","20,11%","46.97%","C:68.82%","D:41.77%","E:69.33%","0","lync#10--OUTLOOK#1--IeEmbed#2","81--46--27","0"
"GREENOK","XAPBSV3163P","37,13%","63,85%","19,09%","49.25%","C:69.03%","D:41.7%","E:69.78%","0","splwow64#16--AB5000--javaw#20","88--81--20","0"
"GREENOK","XAPBSV3164P","31,35%","38,28%","18,32%","48.2%","C:69.08%","D:41.59%","E:70.2%","0","iexplore#30--javaw#18--javaw#14","26--15--15","0"
"GREENOK","XAPBSV3165P","37,23%","51,61%","20,11%","46.3%","C:68.52%","D:41.65%","E:69.52%","0","javaw#18--javaw#6--javaw#10","100--30--15","0"
"GREENOK","XAPBSV3166P","44,50%","61,80%","14,17%","49.39%","C:68.96%","D:41.66%","E:69.67%","0","EXCEL#3--lsass--javaw#28","15--11--11","0"
"GREENOK","XAPBSV3167P","25,96%","44,11%","15,46%","48.15%","C:68.64%","D:41.64%","E:69.67%","0","javaw#15--javaw#6--javaw#4","15--11--11","0"
"GREENOK","XAPBSV3168P","16,88%","24,02%","10,22%","46.86%","C:68.75%","D:41.82%","E:70.3%","0","javaw#34--javaw#2--OutlookEmbed365","8--4--4","0"
"GREENOK","XAPBSV3169P","54,89%","75,11%","24,96%","49.61%","C:69.19%","D:41.92%","E:70.94%","0","iexplore#30--javaw#8--javaw#30","70--53--49","0"
"GREENOK","XAPBSV3170P","48,91%","65,66%","37,23%","48.07%","C:68.84%","D:41.67%","E:69.94%","0","iexplore#5--javaw#27--javaw#34","79--63--37","0"
"GREENOK","XAPBSV3171P","16,74%","29,49%","10,15%","44.42%","C:68.58%","D:41.58%","E:69.42%","0","javaw#14--javaw#30--javaw#18","18--11--11","0"
"GREENOK","XAPBSV3172P","29,95%","41,79%","20,70%","47.42%","C:68.81%","D:41.61%","E:70.9%","0","javaw#26--javaw#34--iexplore#20","100--99--77","0"
"GREENOK","XAPBSV3173P","27,13%","35,09%","20,39%","50.41%","C:68.6%","D:41.71%","E:68.59%","0","iexplore#5--javaw--CtxSvcHost#3","40--18--7","0"
"GREENOK","XAPBSV3174P","43,08%","66,41%","32,18%","46.36%","C:68.39%","D:41.66%","E:69.2%","0","iexplore#35--PrintIsolationHost--javaw#15","100--96--18","0"
"GREENOK","XAPBSV3175P","21,57%","29,56%","12,89%","46.04%","C:69.35%","D:41.71%","E:71.19%","0","javaw#14--iexplore#20--iexplore#19","7--7--7","0"
"GREENOK","XAPBSV3176P","27,88%","36,91%","19,14%","47.63%","C:68.92%","D:41.73%","E:70.05%","0","javaw#20--javaw#34--iexplore#34","100--86--18","0"
"GREENOK","XAPBSV3177P","49,93%","62,69%","39,84%","44.14%","C:68.62%","D:41.79%","E:69.99%","0","iexplore#17--iexplore#15--iexplore#24","100--100--75","0"
"GREENOK","XAPBSV3178P","12,98%","21,45%","4,78%","44.93%","C:68.48%","D:41.73%","E:70.17%","0","javaw#26--lsass--javaw#2","3--3--3","0"
"GREENOK","XAPBSV3179P","24,13%","36,91%","12,69%","49.52%","C:69.09%","D:41.73%","E:70.25%","0","iexplore#27--javaw#14--javaw#42","14--14--7","0"
"GREENOK","XAPBSV3180P","39,70%","61,44%","29,30%","47.28%","C:69.63%","D:41.87%","E:70.87%","0","javaw#30--OUTLOOK#1--javaw#14","80--72--53","0"
"GREENOK","XAPBSV3181P","23,45%","33,04%","13,52%","44.4%","C:68.09%","D:41.93%","E:69.48%","0","javaw#48--javaw#38--javaw#42","100--35--19","0"
"GREENOK","XAPBSV3182P","39,24%","45,50%","26,95%","47.97%","C:68.81%","D:41.68%","E:70%","0","javaw#12--javaw#14--javaw#38","22--14--7","0"
"GREENOK","XAPBSV3183P","37,31%","49,87%","25,96%","50.15%","C:68.65%","D:41.82%","E:70%","0","javaw#25--javaw#33--iexplore#1","100--90--14","0"
"GREENOK","XAPBSV3184P","29,83%","50,58%","17,57%","50.83%","C:68.98%","D:41.69%","E:69.94%","0","javaw#2--iexplore#17--iexplore#32","100--28--14","0"
"GREENOK","XAPBSV3194P","28,53%","40,10%","10,94%","46.83%","C:69.37%","D:41.74%","E:70.75%","0","javaw#29--javaw#38--javaw#14","98--76--18","0"
"GREENOK","XAPBSV3195P","67,19%","81,83%","52,34%","47.39%","C:68.87%","D:41.81%","E:69.82%","0","javaw#28--WinTCPInW#2--iexplore#14","100--100--75","0"
"GREENOK","XAPBSV3196P","53,90%","77,58%","39,25%","43.98%","C:68.45%","D:41.76%","E:71.5%","0","iexplore#27--javaw#34--javaw#22","100--93--33","0"
"GREENOK","XAPBSV3197P","42,70%","53,95%","28,00%","47.06%","C:68.78%","D:41.67%","E:71.43%","0","iexplore#9--javaw#22--Receiver#9","85--60--17","0"
"GREENOK","XAPBSV3198P","34,08%","59,42%","16,21%","46.74%","C:69.32%","D:41.79%","E:70.97%","0","javaw#14--javaw#28--UserProfileManager","7--7--7","0"
"GREENOK","XAPBSV3199P","51,56%","60,52%","44,16%","50.44%","C:69.17%","D:41.9%","E:70.13%","0","javaw#38--iexplore#32--iexplore#31","100--99--67","0"
"GREENOK","XAPBSV3200P","57,47%","67,41%","44,64%","51.02%","C:69.2%","D:41.79%","E:70.24%","0","javaw#14--wfica32--iexplore#5","88--11--7","0"
"GREENOK","XAPBSV3201P","30,73%","38,68%","24,89%","48.84%","C:68.63%","D:41.6%","E:69.42%","0","iexplore#24--javaw#18--CtxSvcHost#3","41--26--11","0"
"GREENOK","XAPBSV3209P","23,60%","36,48%","14,60%","49.82%","C:68.56%","D:41.83%","E:69.48%","0","javaw#14--iexplore#19--javaw#20","100--56--11","0"
"GREENOK","XAPBSV3210P","43,19%","61,83%","31,91%","49.87%","C:68.58%","D:41.92%","E:70%","0","iexplore#22--javaw#22--javaw#30","83--79--10","0"
"GREENOK","XAPBSV3211P","52,15%","74,84%","33,28%","46.54%","C:69.13%","D:41.68%","E:70.41%","0","OUTLOOK--javaw#22--javaw#19","64--15--15","0"
"GREENOK","XAPBSV3212P","21,77%","39,50%","12,09%","44.62%","C:68.07%","D:41.66%","E:69%","0","javaw#4--BrokerAgent--javaw#18","81--81--42","0"
"GREENOK","XAPBSV3213P","43,01%","66,22%","22,88%","50.85%","C:68.68%","D:41.81%","E:69.73%","0","iexplore#31--javaw#4--javaw#34","89--78--18","0"
"GREENOK","XAPBSV3214P","47,01%","79,51%","20,25%","49.83%","C:68.91%","D:41.68%","E:69.78%","0","splwow64#3--IeEmbed#1--javaw#18","87--66--49","0"
"GREENOK","XAPBSV3215P","33,01%","43,92%","20,67%","46.56%","C:69.23%","D:41.93%","E:71.04%","0","EXB600#2--iexplore#11--iexplore#20","93--89--89","0"
"GREENOK","XAPBSV3216P","29,37%","42,05%","15,03%","46.65%","C:68.9%","D:41.63%","E:70%","0","javaw#44--UcMapi#1--iexplore#25","75--15--11","0"
"GREENOK","XAPBSV3217P","20,85%","34,83%","14,64%","48.3%","C:68.26%","D:41.67%","E:69.16%","0","javaw#22--javaw#40--javaw#42","100--15--7","0"
"GREENOK","XAPBSV3218P","21,51%","37,93%","11,10%","47.12%","C:68.24%","D:41.77%","E:69.21%","0","AcroRd32#8--System--javaw#25","100--33--18","0"
"GREENOK","XAPBSV3219P","70,13%","92,00%","54,69%","50.56%","C:69.44%","D:41.68%","E:70.62%","0","javaw#44--wfica32--javaw#12","77--29--18","0"
"GREENOK","XAPBSV3220P","49,16%","63,67%","36,53%","47.84%","C:69.01%","D:41.75%","E:70.57%","0","javaw#10--javaw#16--javaw#24","100--86--48","0"
"GREENOK","XAPBSV3221P","25,79%","43,27%","11,99%","47.76%","C:68.85%","D:41.83%","E:69.88%","0","javaw#24--javaw#32--javaw#14","100--100--55","0"
"GREENOK","XAPBSV3222P","58,42%","77,53%","45,88%","47.96%","C:68.78%","D:42.04%","E:70.62%","0","IeEmbed#5--splwow64#2--SGZ700","82--82--71","0"
"GREENOK","XAPBSV3223P","60,41%","76,39%","45,61%","47.01%","C:69.29%","D:41.8%","E:70.51%","0","iexplore#1--AcroRd32#3--AcroRd32#1","100--76--38","0"
"GREENOK","XAPBSV3224P","30,59%","40,22%","13,93%","49.08%","C:68.99%","D:41.79%","E:70.2%","0","iexplore#9--iexplore#7--javaw#22","100--18--11","0"
"GREENOK","XAPBSV3225P","33,86%","43,75%","25,97%","46.68%","C:68.86%","D:41.88%","E:70.14%","0","AcroRd32#4--javaw#44--encsvc","100--100--34","0"
"GREENOK","XAPBSV3226P","27,93%","47,65%","15,22%","50.77%","C:68.73%","D:41.65%","E:69.78%","0","javaw#28--javaw#24--javaw#10","93--41--7","0"
"GREENOK","XAPBSV3227P","40,08%","51,76%","31,06%","49.24%","C:69.17%","D:41.62%","E:70.66%","0","iexplore#1--AcroRd32#6--javaw#42","54--25--10","0"
"GREENOK","XAPBSV3228P","24,83%","38,93%","15,43%","47.17%","C:68.78%","D:41.89%","E:69.98%","0","iexplore#5--iexplore#25--javaw#8","100--59--14","0"
"GREENOK","XAPBSV3229P","27,85%","35,28%","17,57%","46.87%","C:69.9%","D:41.61%","E:71.03%","0","javaw#4--GS5600--javaw#22","89--63--22","0"
"GREENOK","XAPBSV3230P","30,09%","55,12%","12,89%","47.59%","C:69.25%","D:41.8%","E:70.67%","0","IeEmbed#7--iexplore#18--javaw#8","61--42--26","0"
"GREENOK","XAPBSV3231P","30,48%","48,75%","13,12%","48.47%","C:68.91%","D:41.72%","E:70.14%","0","javaw#47--iexplore#29--javaw#8","100--73--15","0"
"GREENOK","XAPBSV3232P","18,10%","23,57%","10,62%","51.87%","C:68.92%","D:41.97%","E:70.19%","0","KX5000#12--wfica32--lync#11","70--35--17","0"
"GREENOK","XAPBSV3233P","54,96%","77,11%","38,67%","49.85%","C:68.87%","D:41.84%","E:70.21%","0","iexplore#26--javaw#36--iexplore#7","90--60--52","0"
"GREENOK","XAPBSV3234P","42,73%","82,03%","26,95%","44.23%","C:68.1%","D:41.81%","E:69.77%","0","Sentinel#8--iexplore#8--iexplore#9","0--0--0","0"
"GREENOK","XAPBSV3235P","25,36%","36,18%","15,02%","49.99%","C:68.86%","D:41.83%","E:70.45%","0","javaw#40--javaw#20--UcMapi#1","18--15--11","0"
"GREENOK","XAPBSV3236P","36,79%","48,04%","23,51%","48.02%","C:69.02%","D:41.73%","E:70.4%","0","javaw#16--javaw#22--OUTLOOK#3","36--14--14","0"
"GREENOK","XAPBSV3237P","38,37%","63,27%","23,60%","44.14%","C:68.55%","D:41.99%","E:69.84%","0","javaw#2--javaw#10--javaw#29","23--19--15","0"
"GREENOK","XAPBSV3238P","18,89%","28,75%","9,03%","44.24%","C:68.62%","D:41.89%","E:70.72%","0","UcMapi#3--UcMapi--javaw#10","11--11--11","0"
"GREENOK","XAPBSV3239P","30,70%","52,73%","18,43%","44.72%","C:68.34%","D:41.96%","E:69.43%","0","OutlookEmbed365--javaw#33--lync#5","7--3--3","0"
"GREENOK","XAPBSV3240P","53,45%","78,54%","31,51%","41.91%","C:68.05%","D:41.69%","E:70.61%","0","WinTCPInW#3--javaw#14--javaw#34","97--8--8","0"
"GREENOK","XAPBSV3241P","32,95%","67,15%","8,40%","46.77%","C:68.67%","D:41.71%","E:70.62%","0","javaw#42--javaw#20--javaw#28","31--3--3","0"
"GREENOK","XAPBSV3242P","25,51%","30,43%","19,25%","46.35%","C:68.87%","D:41.86%","E:70.25%","0","iexplore#24--javaw#16--javaw#12","100--11--11","0"
"GREENOK","XAPBSV3243P","21,15%","32,03%","12,58%","43.46%","C:69.82%","D:41.76%","E:71.24%","0","javaw#30--WINWORD#1--OUTLOOK","100--35--11","0"
"GREENOK","XAPBSV3244P","56,28%","73,83%","38,88%","49.76%","C:68.64%","D:41.68%","E:69.36%","0","iexplore#20--javaw#14--javaw#32","100--33--15","0"
"GREENOK","XAPBSV3245P","42,59%","48,25%","37,12%","48.82%","C:68.71%","D:42.11%","E:70.46%","0","iexplore#30--iexplore#29--lync#1","98--83--56","0"
"GREENOK","XAPBSV3246P","56,36%","70,92%","46,87%","51.44%","C:68.58%","D:41.69%","E:69.47%","0","taskhost#9--icak2meng#9--VDARedirector#9","0--0--0","0"
"GREENOK","XAPBSV3247P","37,92%","58,63%","22,26%","48.8%","C:68.56%","D:41.67%","E:69.74%","0","BrokerAgent--javaw#14--iexplore#22","78--22--14","0"
"GREENOK","XAPBSV3248P","50,55%","61,52%","39,51%","48.49%","C:68.77%","D:41.63%","E:69.52%","0","javaw#40--iexplore#5--iexplore#20","100--99--91","0"
"GREENOK","XAPBSV3249P","40,42%","55,44%","25,74%","45.78%","C:68.96%","D:41.87%","E:72.1%","0","iexplore#1--javaw#10--OutlookEmbed365#2","84--23--19","0"
"GREENOK","XAPBSV3250P","54,15%","83,79%","31,84%","47.38%","C:69.02%","D:41.8%","E:71.27%","0","iexplore#18--BrokerAgent--javaw#13","72--45--30","0"
"GREENOK","XAPBSV3251P","53,62%","75,42%","45,10%","50.68%","C:68.89%","D:41.79%","E:69.72%","0","iexplore#21--iexplore#29--javaw#46","89--85--78","0"
"GREENOK","XAPBSV3252P","23,48%","37,15%","12,36%","43.52%","C:68.22%","D:41.85%","E:68.94%","0","javaw#6--javaw#36--javaw#28","11--7--7","0"
"GREENOK","XAPBSV3253P","37,44%","56,48%","23,30%","43.34%","C:68.41%","D:41.7%","E:69.41%","0","OUTLOOK--javaw#30--javaw#28","23--19--7","0"
"GREENOK","XAPBSV3254P","25,88%","52,15%","11,32%","46.36%","C:68.91%","D:41.86%","E:70.4%","0","javaw#46--javaw#36--OutlookEmbed365","15--7--7","0"
"GREENOK","XAPBSV3255P","25,55%","46,92%","7,01%","43.06%","C:68.14%","D:41.72%","E:69.06%","0","javaw#30--splwow64#8--spoolsv","100--68--19","0"
"GREENOK","XAPBSV3256P","32,44%","50,39%","14,45%","47.01%","C:69.97%","D:41.85%","E:71.04%","0","iexplore#16--javaw#2--javaw#10","18--14--14","0"
"GREENOK","XAPBSV3257P","16,13%","20,98%","9,86%","57.79%","C:69.74%","D:41.62%","E:70.48%","0","javaw#7--javaw#33--iexplore#7","11--7--3","0"
"GREENOK","XAPBSV3258P","34,47%","50,19%","15,81%","56.11%","C:68.78%","D:41.65%","E:69.91%","0","javaw#36--iexplore#35--EXCEL","100--70--7","0"
"GREENOK","XAPBSV3259P","30,81%","47,85%","12,97%","55.64%","C:68.88%","D:42.03%","E:69.96%","0","javaw#34--SelfService--Receiver#9","100--56--26","0"
"GREENOK","XAPBSV3260P","22,71%","36,33%","14,26%","50.06%","C:67.98%","D:41.69%","E:68.23%","0","javaw#19--javaw#30--ab0100P#8","15--7--0","0"
"GREENOK","XAPBSV3261P","40,87%","53,30%","25,75%","53.89%","C:68.34%","D:41.62%","E:69.7%","0","javaw#33--SelfService--Receiver#10","98--40--18","0"
"GREENOK","XAPBSV3262P","41,12%","53,12%","25,26%","58.19%","C:68.95%","D:41.74%","E:69.33%","0","javaw#40--iexplore#32--javaw#12","100--80--65","0"
"GREENOK","XAPBSV3263P","21,68%","36,72%","14,34%","52.04%","C:67.96%","D:41.73%","E:69.18%","0","javaw#20--javaw#10--iexplore#31","26--15--11","0"
"GREENOK","XAPBSV3264P","34,81%","48,24%","21,09%","55.92%","C:69.61%","D:41.75%","E:71.08%","0","iexplore#33--javaw#42--wfica32","80--11--7","0"
"GREENOK","XAPBSV3366P","32,47%","42,74%","19,29%","47.28%","C:68.52%","D:41.79%","E:69.21%","0","javaw#6--javaw#20--iexplore#11","34--11--11","0"
"GREENOK","XAPBSV3367P","30,32%","41,86%","12,00%","45.75%","C:68.47%","D:41.87%","E:69.73%","0","javaw#22--IeEmbed#9--javaw#30","100--99--46","0"
"GREENOK","XAPBSV3368P","36,92%","47,28%","25,39%","48.98%","C:68.75%","D:41.86%","E:70.2%","0","javaw#2--iexplore#22--iexplore#16","98--83--75","0"
"GREENOK","XAPBSV3369P","18,15%","27,22%","7,82%","47.39%","C:68.64%","D:41.83%","E:69.84%","0","javaw#30--javaw#34--iexplore#31","59--11--11","0"
"GREENOK","XAPBSV3370P","41,01%","55,62%","31,29%","45.85%","C:69.08%","D:41.57%","E:70.77%","0","javaw#10--iexplore#10--BrokerAgent","100--83--34","0"
"GREENOK","XAPBSV3371P","45,87%","67,77%","32,88%","51.27%","C:69.3%","D:41.8%","E:70.52%","0","javaw#18--javaw#8--javaw#24","100--79--75","0"
"GREENOK","XAPBSV3372P","31,07%","46,54%","14,37%","47.41%","C:68.98%","D:41.76%","E:70.51%","0","MsSpellCheckingFacility--iexplore#32--javaw#23","7--7--7","0"
"GREENOK","XAPBSV3373P","38,17%","56,05%","28,71%","45.35%","C:68.51%","D:41.69%","E:69.21%","0","iexplore#22--iexplore#20--javaw#26","47--39--15","0"
"GREENOK","XAPBSV3374P","40,61%","51,95%","25,39%","48.76%","C:68.54%","D:41.73%","E:69.54%","0","iexplore#27--javaw#2--javaw#24","80--19--11","0"
"GREENOK","XAPBSV3375P","35,89%","47,26%","21,56%","45.88%","C:68.74%","D:41.79%","E:70.02%","0","javaw#28--wfica32--WinTCPInW#7","100--19--19","0"
"GREENOK","XAPBSV3376P","68,18%","86,72%","55,86%","49.7%","C:68.82%","D:41.92%","E:70.16%","0","iexplore#12--javaw#15--IeEmbed#6","92--22--18","0"
"GREENOK","XAPBSV3377P","23,99%","37,17%","15,12%","39.01%","C:67.83%","D:41.54%","E:74.01%","0","iexplore#22--javaw#4--javaw#36","58--8--8","0"
"GREENOK","XAPBSV3378P","29,45%","61,11%","17,69%","44.92%","C:68.73%","D:41.67%","E:71.09%","0","wfica32--javaw#12--UcMapi#5","18--18--14","0"
"GREENOK","XAPBSV3379P","20,78%","31,44%","10,35%","45.44%","C:68.9%","D:41.79%","E:69.83%","0","javaw#8--iexplore#16--wfica32","84--46--15","0"
"GREENOK","XAPBSV3380P","38,38%","50,15%","29,44%","46.72%","C:68.88%","D:42.11%","E:70.79%","0","StatusTray#7--ReconnAct#7--concentr#7","0--0--0","0"
"GREENOK","XAPBSV3381P","46,71%","64,72%","20,32%","42.52%","C:68.58%","D:41.94%","E:69.56%","0","javaw#6--javaw#2--UcMapi#1","31--11--11","0"
"GREENOK","XAPBSV3382P","45,16%","79,22%","16,60%","47.18%","C:69.36%","D:42.02%","E:71.28%","0","javaw#35--javaw#10--iexplore","100--96--42","0"
"GREENOK","XAPBSV3383P","39,49%","62,51%","24,57%","47.26%","C:68.68%","D:41.71%","E:69.57%","0","javaw#42--javaw#32--javaw#49","90--49--49","0"
"GREENOK","XAPBSV3384P","41,64%","54,49%","30,67%","51.05%","C:68.95%","D:41.69%","E:69.89%","0","iexplore#20--iexplore#17--iexplore#9","92--84--7","0"
"GREENOK","XAPBSV3385P","24,59%","36,49%","6,98%","45.89%","C:68.21%","D:41.91%","E:69.06%","0","javaw#6--OUTLOOK#1--javaw#20","16--12--8","0"
"GREENOK","XAPBSV3386P","33,16%","46,09%","23,51%","50.89%","C:68.6%","D:41.7%","E:69.67%","0","javaw#2--WINWORD--javaw#30","30--11--11","0"
"GREENOK","XAPBSV3387P","41,86%","47,46%","36,00%","47.37%","C:68.38%","D:41.73%","E:69.38%","0","javaw#28--iexplore#24--IC2000","100--76--38","0"
"GREENOK","XAPBSV3388P","42,64%","51,56%","31,91%","48.12%","C:68.43%","D:42.1%","E:70.11%","0","javaw#26--OUTLOOK--javaw#22","22--19--11","0"
"GREENOK","XAPBSV3389P","38,93%","55,70%","23,70%","47.52%","C:68.78%","D:42.01%","E:69.99%","0","iexplore#28--javaw#40--javaw#20","100--64--15","0"
"GREENOK","XAPCOV0005P","14,43%","24,81%","2,54%","34.49%","C:68.91%","D:41.59%","E:41.97%","0","javaw#20--iexplore#28--OUTLOOK","80--4--4","0"
"GREENOK","XAPCOV0006P","0,47%","1,37%","0,00%","7.95%","C:64.45%","D:41.71%","E:43.16%","0","ImaAdvanceSrv64--SemsService--WmiApSrv","0--0--0","1"
"GREENOK","XAPCOV0007P","23,17%","39,86%","11,91%","35.13%","C:68.66%","D:41.81%","E:41.75%","0","AuthManSvr#8--wfcrun32#8--Sentinel#8","0--0--0","0"
"GREENOK","XAPCOV0008P","21,49%","36,72%","8,99%","33.08%","C:68.27%","D:41.73%","E:41.77%","0","javaw#6--BrokerAgent--javaw#40","45--31--18","0"
"GREENOK","XAPCOV0009P","22,45%","31,05%","10,74%","37.77%","C:70.17%","D:41.69%","E:42.8%","0","javaw#32--iexplore#11--iexplore#1","51--34--29","0"
"GREENOK","XAPCOV0010P","19,37%","34,76%","6,25%","33.6%","C:68.81%","D:42.19%","E:42.68%","0","javaw#24--javaw#46--javaw#10","89--58--31","0"
"GREENOK","XAPCOV0011P","53,92%","63,70%","48,82%","38.51%","C:69.06%","D:41.79%","E:42.06%","0","iexplore#20--iexplore#33--KX5000#6","100--82--49","0"
"GREENOK","XAPCOV0012P","7,31%","13,28%","2,54%","34.41%","C:68.78%","D:42.03%","E:42.05%","0","OutlookEmbed365--iexplore#26--PROTEOEclipse#8","4--4--0","0"
"GREENOK","XAPCOV0013P","24,30%","47,66%","5,76%","31.29%","C:68.5%","D:41.71%","E:41.83%","0","wfshell#8--explorer#8--StatusTray#8","0--0--0","0"
"GREENOK","XAPCOV0014P","25,12%","51,03%","8,49%","38.26%","C:69.24%","D:41.89%","E:42.27%","0","iexplore#31--javaw#2--iexplore#22","52--8--8","0"
"GREENOK","XAPCOV0015P","1,08%","3,52%","0,00%","4.90000000000001%","C:63.98%","D:38.78%","E:32.1%","0","MSOIDSVC--CtxSvcHost#4--MSOIDSVCM","0--0--0","0"
"GREENOK","XAPCOV0016P","5,56%","8,39%","4,10%","35.66%","C:68.98%","D:41.86%","E:42.12%","0","OutlookEmbed365--wfcrun32#8--Sentinel#8","8--0--0","0"
"GREENOK","XAPCOV0017P","10,57%","24,88%","5,86%","32.88%","C:68.46%","D:41.84%","E:42.42%","0","iexplore#35--javaw#16--javaw#34","100--8--4","0"
"GREENOK","XAPCOV0018P","12,63%","20,78%","6,45%","32.3%","C:68.2%","D:41.86%","E:41.74%","0","javaw#14--javaw#26--OutlookEmbed365","4--4--4","0"
"GREENOK","XAPCOV0019P","11,85%","19,34%","3,71%","31.75%","C:68.7%","D:41.78%","E:43.05%","0","iexplore#16--lsass--ab0100P#8","4--4--0","0"
"GREENOK","XAPCOV0020P","7,02%","16,40%","1,95%","30.78%","C:68.02%","D:41.69%","E:40.99%","0","javaw#30--iexplore#10--WinTCPInW#6","4--4--0","0"
"GREENOK","XAPCOV0021P","20,63%","29,30%","10,94%","34.66%","C:68.74%","D:41.78%","E:41.84%","0","iexplore#34--AB5000--javaw#40","100--8--8","0"
"GREENOK","XAPCOV0022P","29,92%","39,46%","25,00%","33.99%","C:68.77%","D:41.62%","E:41.77%","0","javaw#8--iexplore#24--javaw#1","94--22--9","0"
"GREENOK","XAPCOV0023P","34,06%","47,07%","10,83%","33.92%","C:68.17%","D:41.74%","E:41.49%","0","iexplore#29--javaw#14--iexplore#33","45--45--27","0"
"GREENOK","xapcov0101p","11,28%","27,35%","3,91%","35.62%","C:68.63%","D:41.74%","E:41.83%","0","javaw#40--javaw#34--javaw#42","28--8--4","0"
"GREENOK","xapcov0102p","20,00%","27,61%","12,10%","31.94%","C:68.3%","D:41.86%","E:41.89%","0","iexplore#24--iexplore#27--javaw#6","74--13--8","0"
"GREENOK","xapcov0103p","34,81%","59,19%","16,60%","37.17%","C:68.84%","D:41.72%","E:42.01%","0","iexplore#28--iexplore#5--javaw#36","23--19--15","0"
"GREENOK","xapcov0104p","22,31%","35,53%","12,28%","40.12%","C:69.14%","D:41.68%","E:42.17%","0","iexplore#49--iexplore#46--javaw#10","47--11--7","0"
"GREENOK","xapcov0105p","17,44%","33,85%","5,07%","34.69%","C:68.44%","D:41.7%","E:41.91%","0","iexplore#34--UcMapi--javaw#24","99--8--4","0"
"GREENOK","xapcov0106p","20,85%","36,39%","8,00%","36.59%","C:68.76%","D:41.9%","E:41.67%","0","javaw--javaw#40--iexplore#17","36--16--4","0"
