"Ping","Server","CPU Average / 30 sec","CPU Max","CPU Min","Memory Usage","%Ocupado C:","%Ocupado D:","%Ocupado E:","DiskQueue","3 TopProcess","3 TopProcessPercent","UpTime"
"GREENOK","XACBSV3201P","4,20%","6,45%","2,35%","20.22%","C:66.16%","D:40.77%","E:62.85%","0","wfica32--iexplore#6--icak2meng#3","17--5--0","0"
"GREENOK","XACISV3086P","2,21%","3,51%","0,97%","14.9%","C:67.99%","D:38.4%","E:64.48%","0","lync#2--VDARedirector#2--dwm#2","5--0--0","0"
